  67484.91,  45442.73,      6.09,1057103173.00
  67481.62,  47417.46,      6.46,390067071.00
  67432.26,  47959.35,      7.26,511782479.00
  67449.23,  47020.55,      6.36,1349488574.00
  69135.00,  48060.50,      6.50,1517126410.00
  68274.33,  47625.33,      7.67,1515995386.00
  67474.71,  46390.86,      5.71,1161416223.00
  65692.00,  46850.00,      8.00,607013176.00
  67463.50,  45732.19,      6.38,39436903.00
  68438.67,  45776.00,      8.00,1227218752.00
  59257.84,  26384.21,      6.32,535261646.00
  56915.00,  26169.00,      7.20,1195726451.00
  59269.00,  27814.00,      6.29,828876132.00
  56915.00,  27496.00,      5.75,1745020171.00
  59269.00,  25802.00,      7.31,374293940.00
  59270.30,  26827.80,      5.75,1287235155.00
  60618.00,  26888.00,      7.00,1069749701.00
  59266.64,  26130.40,      6.82,1071391371.00
  57734.33,  26295.33,      9.00,782291724.00
  59631.40,  27356.60,      6.80,1055153561.00
  56297.67,  27811.67,      7.00,869162814.00
  56424.33,  26152.00,      7.00,1267656075.00
  59269.00,  26518.00,      6.08,1874799973.00
  56950.67,  26929.00,      6.67,1258743982.00
  56880.33,  25859.50,      7.17,541756808.00
  60151.00,  27857.00,      8.00,614216426.00
  59269.00,  27387.75,      6.62,58595069.00
  56915.00,  27807.33,      7.00,629018427.00
  59269.00,  25934.07,      7.09,28300857.00
  56215.00,  27005.00,      7.00,905089636.00
  60571.00,  26347.00,      7.00,41262966.00
  57799.00,  25868.00,      8.50,336511662.00
  59260.17,  26700.38,      5.88,2024740061.00
  56347.00,  25736.00,      4.00,1962282280.00
  60618.00,  27544.00,     10.00,885269231.00
  56915.00,  26549.40,      5.60,1821125424.00
  59269.00,  27011.83,      5.50,1167496788.00
  56091.00,  26277.00,      7.00,1191322885.00
  59598.00,  25839.50,      6.00,187784599.00
  59598.00,  26665.50,      5.50,1461683701.00
  59121.00,  26526.00,      6.00,1524183322.00
  59598.00,  27759.50,      6.50,1380340066.00
  59269.00,  27619.80,      6.40,1757007468.00
  59269.00,  26262.59,      6.28,2027824384.00
  56153.00,  58121.50,      6.50,585439232.00
  59276.10,  59947.25,      6.50,240096777.00
  59275.86,  57328.00,      6.07,1332009446.00
  59279.71,  58995.95,      5.57,895839452.00
  60784.60,  59802.40,      7.80,1447918218.00
  57276.00,  60068.57,      7.71,1268066569.00
  58038.00,  61069.00,      7.00,276974958.00
  59430.73,  61045.73,      6.27,261461305.00
  70877.62,  27549.12,      6.44,1162771535.00
  71404.47,  26333.82,      6.82,1656575139.00
  47427.81,  31329.69,      5.81,1248469600.00
  47356.67,  34220.28,      6.22,7426403.00
  47379.45,  32331.35,      6.25,1742455768.00
  48733.18,  33018.64,      7.91,854514664.00
  46280.00,  32131.50,      6.00,2032737611.00
  45521.33,  33957.00,      6.67,326317294.00
  47346.75,  33285.62,      5.75,281920149.00
  44786.00,  31188.00,      8.00,1972267704.00
  67447.80,  59359.10,      5.90,740316936.00
  67422.90,  57532.59,      5.62,2147216102.00
  67458.27,  58568.67,      6.53,1419810955.00
  65692.00,  59388.00,      6.67,1152597929.00
  68919.00,  57796.50,      6.50,1422450636.00
  65692.00,  58279.25,      7.00,51261924.00
  67437.33,  59053.19,      5.62,49364414.00
  67443.88,  56983.75,      6.25,2051574949.00
  67447.80,  58079.30,      6.10,1542670664.00
  68300.00,  57866.50,      5.83,1125380980.00
  69701.00,  58309.00,      7.00,605342852.00
  68259.00,  59072.75,      7.00,841589931.00
  67456.36,  58817.82,      6.36,1767599287.00
  67440.64,  58322.54,      6.29,677804536.00
  65692.00,  56949.00,      5.00,1140162380.00
  65866.50,  58807.75,      7.25,1636775491.00
  59298.91,  43835.00,      6.09,336312169.00
  59289.56,  40863.25,      6.38,642560412.00
  59269.00,  44998.78,      5.78,939588923.00
  57317.14,  44625.86,      5.29,329450125.00
  56967.75,  40848.25,      6.00,1604582482.00
  59362.00,  41855.64,      6.57,683051796.00
  59269.00,  42748.86,      6.14,81324729.00
  57054.00,  42568.00,      7.33,1736024078.00
  71367.67,  31185.13,      6.67,1640461424.00
  71391.92,  34178.92,      5.92,1510679177.00
  69866.00,  32791.33,      6.67,315147110.00
  71301.71,  32620.76,      6.88,817832849.00
  59265.20,  34167.68,      5.32,728412380.00
  56828.75,  34371.50,      4.50,739260938.00
  59278.81,  33175.25,      6.25,732788729.00
  61014.50,  33658.50,      8.00,2086648420.00
  57164.20,  33097.60,      8.20,735819506.00
  59264.68,  33687.73,      6.36,6400828.00
  59266.25,  34630.00,      5.50,1993150456.00
  59269.00,  32854.10,      6.60,1191097259.00
  59270.36,  55529.64,      6.64,1225500084.00
  59371.00,  53485.65,      6.18,1732440219.00
  56638.38,  54676.00,      7.25,1018097469.00
  56007.00,  51481.60,      6.00,2101671386.00
  53759.50,  54984.50,      9.00,2010798194.00
  59298.91,  51857.45,      6.73,1224703262.00
  68259.00,  33704.75,      6.50,265513265.00
  67437.33,  34228.22,      6.17,927225136.00
  67425.96,  33056.35,      6.43,64832118.00
  65849.50,  33480.00,      6.67,82093123.00
  67434.06,  34565.06,      5.88,419827347.00
  67386.87,  33545.09,      6.39,1254399782.00
  67542.00,  35957.00,      6.00,148861785.00
  69114.00,  33375.00,      6.50,540491671.00
  66211.00,  34565.67,      5.67,226123237.00
  67440.53,  33858.00,      6.82,2107339072.00
  45746.38,  63780.00,      6.38,1390389581.00
  47416.50,  61603.44,      6.31,1914419993.00
  45081.67,  59910.47,      6.00,128562966.00
  45047.83,  62161.58,      6.67,555954210.00
  67431.18,  51575.65,      6.41,293879576.00
  67445.38,  53081.96,      6.35,1601839639.00
  67449.65,  52354.71,      5.41,1722583193.00
  65692.00,  52967.00,      9.00,590646284.00
  69341.00,  52666.00,      8.00,982417143.00
  67429.86,  53860.43,      6.43,703348525.00
  68246.00,  52141.60,      5.20,501764330.00
  67428.61,  51926.33,      6.00,1143815593.00
  67449.23,  52711.09,      5.95,1922916357.00
  65692.00,  51705.00,      8.00,502040903.00
  67450.42,  53474.33,      6.67,2093498762.00
  68259.00,  52938.00,      7.00,914813466.00
  67491.50,  64710.50,      7.20,1456829920.00
  67444.24,  62343.71,      6.33,1287053654.00
  68949.33,  63836.50,      6.17,409739249.00
  67407.43,  63440.71,      6.14,1754309607.00
  65971.20,  62880.80,      7.80,298753672.00
  65500.00,  64790.00,      7.00,793400473.00
  67463.50,  62965.00,      6.27,1185831321.00
  67433.31,  64017.92,      6.08,1290325803.00
  47354.19,  26040.04,      7.81,1355727612.00
  47228.45,  27047.36,      6.73,395146673.00
  44786.00,  26218.00,      7.50,1243703176.00
  49200.40,  26086.20,      7.20,859681844.00
  49247.25,  27727.75,      6.50,1846752252.00
  47306.80,  26599.72,      6.88,954280109.00
  45002.57,  27630.00,      5.43,314915364.00
  45952.40,  26200.20,      8.20,115551928.00
  47291.12,  27727.44,      6.88,1083044787.00
  48068.43,  26655.71,      7.57,1639815864.00
  64539.10,  42107.50,      7.00,1997629863.00
  64503.50,  40696.42,      7.33,1114306544.00
  63083.79,  40371.74,      6.32,1142741149.00
  63134.00,  41831.71,      7.35,2137192727.00
  47528.80,  41823.13,      6.73,729682051.00
  47276.76,  44445.67,      5.48,1953170616.00
  51249.67,  43175.33,      6.67,161902595.00
  45325.83,  43431.67,      4.00,1807959101.00
  63134.00,  25943.04,      8.22,188130059.00
  64308.40,  27584.20,      5.60,747353468.00
  61622.75,  26779.25,      7.00,9319063.00
  63134.00,  26770.26,      5.74,480452927.00
  64411.00,  25789.00,      7.75,864201308.00
  63134.00,  27295.25,      6.75,1516895261.00
  65246.33,  26765.67,      4.33,1802336067.00
  63134.00,  27784.62,      6.75,339361113.00
  64376.80,  26967.80,      5.80,418291420.00
  63134.00,  26297.45,      7.50,1114773987.00
  61488.00,  25882.00,      6.80,1809542042.00
  61585.00,  27693.00,      8.00,1711349145.00
  62349.00,  26367.00,      7.00,2031871238.00
  63134.00,  26119.88,      7.88,1144293828.00
  63134.00,  26531.18,      6.36,1419167788.00
  65251.25,  26234.75,      6.75,726222300.00
  64393.90,  27806.10,      6.70,1785002170.00
  64411.00,  26562.60,      6.80,67407311.00
  62349.00,  27876.00,      1.00,1515360257.00
  63134.00,  25802.53,      7.94,2006258852.00
  64411.00,  26093.50,      8.00,872797933.00
  62349.00,  26897.00,      7.50,2038289985.00
  71396.32,  38331.09,      5.23,1290773668.00
  71398.36,  41413.21,      6.57,1012700300.00
  63151.05,  50853.00,      5.74,2063112393.00
  64411.00,  52000.20,      7.07,689767106.00
  63134.00,  53010.62,      5.75,1670139543.00
  64428.77,  50974.31,      7.08,51776832.00
  63134.00,  52103.73,      7.53,1351106733.00
  64411.00,  53005.73,      6.73,962945893.00
  61344.00,  52905.50,      4.00,335852290.00
  62029.33,  50702.67,      7.00,778098841.00
  71420.00,  54132.36,      6.86,491343655.00
  71420.00,  52330.82,      6.64,23336625.00
  71420.00,  54724.67,      5.67,1519510997.00
  71369.67,  53316.75,      6.17,98668600.00
  71420.00,  51761.20,      6.30,1350620936.00
  71373.18,  52694.00,      6.09,1595706682.00
  47291.35,  52947.18,      5.88,1619539767.00
  49823.60,  53287.80,      7.80,1463288740.00
  44713.00,  55075.33,      3.67,1265542605.00
  47448.33,  55394.44,      6.06,589599537.00
  63073.06,  32494.62,      7.12,757047713.00
  63134.00,  31439.41,      7.24,1826842545.00
  64432.00,  32241.73,      6.27,1249263783.00
  63156.76,  30887.24,      6.48,606429131.00
  64414.50,  30823.90,      7.60,2045737081.00
  61752.67,  31934.33,      5.00,1609208790.00
  65308.00,  31363.50,      6.50,426821523.00
  64411.00,  31648.50,      6.50,1003089738.00
  63134.00,  31910.00,      7.36,1938256504.00
  62332.00,  31090.00,      4.00,1595861016.00
  63134.00,  46989.33,      5.53,1520434119.00
  63134.00,  48747.55,      6.70,489772358.00
  64396.75,  48624.75,      7.42,1692095697.00
  64411.00,  46956.67,      6.56,1631723246.00
  63134.00,  47748.27,      6.27,785917305.00
  64411.00,  49539.28,      6.78,385957423.00
