  64411.00,    122.00,      3.00
  63134.00,    122.00,      2.00
  56156.00,    122.00,      3.00
  69299.00,    185.00,      3.00
  64411.00,    185.00,      3.00
  63134.00,    185.00,      2.00
  69299.00,    231.00,      4.00
  64411.00,    231.00,      4.00
  63134.00,    231.00,      4.00
  69299.00,    292.00,      4.00
  64411.00,    292.00,      3.50
  63134.00,    292.00,      3.00
  64411.00,    316.00,      3.00
  63134.00,    316.00,      3.50
  59163.00,    316.00,      4.00
  64411.00,    329.00,      3.00
  59163.00,    329.00,      2.50
  56025.00,    329.00,      3.00
  64411.00,    355.00,      2.00
  63134.00,    355.00,      2.00
  59163.00,    355.00,      2.00
  69299.00,    356.00,      5.00
  64411.00,    356.00,      4.00
  63134.00,    356.00,      4.00
  63134.00,    362.00,      2.50
  56025.00,    362.00,      5.00
  52019.00,    362.00,      4.00
  69299.00,    364.00,      3.00
  64411.00,    364.00,      4.50
  63134.00,    364.00,      4.00
  69299.00,    370.00,      4.00
  64411.00,    370.00,      3.00
  59163.00,    370.00,      2.00
  69299.00,    377.00,      4.00
  64411.00,    377.00,      4.00
  63134.00,    377.00,      4.50
  69299.00,    420.00,      4.00
  64411.00,    420.00,      2.50
  63134.00,    420.00,      3.50
  69299.00,    466.00,      3.00
  64411.00,    466.00,      2.50
  59163.00,    466.00,      2.00
  69299.00,    480.00,      5.00
  64411.00,    480.00,      4.00
  63134.00,    480.00,      4.00
  64411.00,    520.00,      2.50
  63134.00,    520.00,      2.00
  56156.00,    520.00,      3.00
  69299.00,    586.00,      5.00
  64411.00,    586.00,      4.00
  63134.00,    586.00,      4.00
  64411.00,    588.00,      4.00
  63134.00,    588.00,      4.00
  59163.00,    588.00,      3.50
  69299.00,    589.00,      5.00
  64411.00,    589.00,      4.00
  63134.00,    589.00,      4.50
  64411.00,    594.00,      3.50
  63134.00,    594.00,      3.50
  59163.00,    594.00,      4.00
  31095.00,    616.00,      3.00
  29877.00,    616.00,      3.00
  23250.00,    616.00,      3.00
  63134.00,    213.00,      3.00
  29877.00,    213.00,      5.00
  67385.00,    213.00,      3.50
  63134.00,   1148.00,      4.00
  56156.00,   1148.00,      5.00
  56025.00,   1148.00,      5.00
  69299.00,   1246.00,      5.00
  64411.00,   1246.00,      5.00
  63134.00,   1246.00,      4.00
  69299.00,   1252.00,      5.00
  64411.00,   1252.00,      4.50
  63134.00,   1252.00,      5.00
  69299.00,   1276.00,      5.00
  64411.00,   1276.00,      4.50
  63134.00,   1276.00,      4.00
  64411.00,   1288.00,      4.50
  63134.00,   1288.00,      4.50
  56156.00,   1288.00,      4.00
  69299.00,   1408.00,      5.00
  64411.00,   1408.00,      4.00
  63134.00,   1408.00,      4.50
  64411.00,   1552.00,      3.00
  63134.00,   1552.00,      3.00
  59163.00,   1552.00,      3.50
  59269.00,   1564.00,      4.00
  14463.00,   1564.00,      2.00
  28215.00,   1564.00,      3.00
  64411.00,   1597.00,      4.00
  63134.00,   1597.00,      1.50
  59163.00,   1597.00,      4.00
  64411.00,   1674.00,      4.00
  63134.00,   1674.00,      4.50
  59163.00,   1674.00,      4.00
  64411.00,   3408.00,      4.00
  63134.00,   3408.00,      3.50
  38388.00,   3408.00,      2.00
  59163.00,   3684.00,      3.00
  38388.00,   3684.00,      2.00
  30158.00,   3684.00,      2.50
  67542.00,   4535.00,      3.50
  67385.00,   4535.00,      4.00
  65692.00,   4535.00,      3.00
  64411.00,   4677.00,      3.00
  63134.00,   4677.00,      2.50
  59163.00,   4677.00,      3.00
  64411.00,   4995.00,      4.00
  63134.00,   4995.00,      3.50
  59163.00,   4995.00,      4.00
  64411.00,   5299.00,      4.00
  63134.00,   5299.00,      2.00
  59163.00,   5299.00,      3.50
  64411.00,   5505.00,      2.00
  63134.00,   5505.00,      3.00
  30158.00,   5505.00,      3.00
  63134.00,   5527.00,      3.00
  30158.00,   5527.00,      2.50
  65692.00,   5527.00,      3.00
  64411.00,   5952.00,      5.00
  63134.00,   5952.00,      3.50
  59163.00,   5952.00,      3.00
  64411.00,   6287.00,      2.50
  59163.00,   6287.00,      2.50
  30158.00,   6287.00,      1.00
  64411.00,   6377.00,      5.00
