  35411.00,  27727.00,      8.00,  27727.00
  35411.00,  27912.00,      6.00,  27912.00
  35168.00,  27523.00,      9.00,  27523.00
  35411.00,  27193.00,      4.00,  27193.00
  35168.00,  27797.00,      8.00,  27797.00
  35411.00,  27879.00,      5.00,  27879.00
  35973.00,  27864.00,      6.00,  27864.00
  34680.00,  27636.00,      8.00,  27636.00
  35579.00,  27620.00,      5.00,  27620.00
  35579.00,  27376.00,      7.00,  27376.00
  35579.00,  27573.00,      5.00,  27573.00
  34770.00,  27573.00,      9.00,  27573.00
  38410.00,  27865.00,      1.00,  27865.00
  38410.00,  27905.00,      1.00,  27905.00
  38410.00,  27523.00,      1.00,  27523.00
  38410.00,  27875.00,      1.00,  27875.00
  38410.00,  27828.00,      7.00,  27828.00
  38410.00,  27735.00,      4.00,  27735.00
  37803.00,  27778.00,      6.00,  27778.00
  38410.00,  27528.00,      1.00,  27528.00
  38047.00,  27620.00,      8.00,  27620.00
  38410.00,  25777.00,      7.00,  25777.00
  38410.00,  25938.00,      8.00,  25938.00
  38410.00,  26662.00,      1.00,  26662.00
  38410.00,  26713.00,      1.00,  26713.00
  38410.00,  26085.00,      8.00,  26085.00
  38410.00,  26603.00,      5.00,  26603.00
  38410.00,  25893.00,      8.00,  25893.00
  38410.00,  26155.00,      7.00,  26155.00
  38410.00,  26359.00,      1.00,  26359.00
  38234.00,  26915.00,      6.00,  26915.00
  38261.00,  26803.00,      8.00,  26803.00
  38410.00,  26629.00,      6.00,  26629.00
  38410.00,  26240.00,      7.00,  26240.00
  37461.00,  26277.00,      9.00,  26277.00
  37442.00,  26136.00,      9.00,  26136.00
  38227.00,  26136.00,      7.00,  26136.00
  38234.00,  25914.00,      8.00,  25914.00
  33880.00,  25774.00,      7.00,  25774.00
  35168.00,  26578.00,      6.00,  26578.00
  35411.00,  26828.00,      3.00,  26828.00
  35411.00,  26838.00,      6.00,  26838.00
  35411.00,  26663.00,      6.00,  26663.00
  34683.00,  26743.00,     10.00,  26743.00
  34857.00,  26251.00,      7.00,  26251.00
  34197.00,  25977.00,      6.00,  25977.00
  34857.00,  25737.00,      8.00,  25737.00
  34197.00,  26049.00,      7.00,  26049.00
  34857.00,  25914.00,      8.00,  25914.00
  35899.00,  25914.00,      9.00,  25914.00
  34857.00,  26483.00,      5.00,  26483.00
  36771.00,  27604.00,      7.00,  27604.00
  36771.00,  27648.00,      7.00,  27648.00
  36390.00,  26270.00,      8.00,  26270.00
  36207.00,  27744.00,      8.00,  27744.00
  36207.00,  27627.00,      2.00,  27627.00
  37037.00,  27402.00,      7.00,  27402.00
  36207.00,  27843.00,      7.00,  27843.00
  36998.00,  27734.00,      9.00,  27734.00
  37192.00,  27544.00,      8.00,  27544.00
  36812.00,  26868.00,      9.00,  26868.00
  37224.00,  26868.00,      9.00,  26868.00
  33784.00,  27584.00,      7.00,  27584.00
  33784.00,  26903.00,      9.00,  26903.00
  33880.00,  27555.00,      8.00,  27555.00
  33784.00,  27316.00,      8.00,  27316.00
  33784.00,  27627.00,      8.00,  27627.00
  33784.00,  27564.00,      2.00,  27564.00
  33784.00,  27716.00,      8.00,  27716.00
  34059.00,  27544.00,      9.00,  27544.00
  20012.00,  53550.00,      7.00,  53550.00
  20012.00,  52281.00,      7.00,  52281.00
  20012.00,  53519.00,      4.00,  53519.00
  20012.00,  52950.00,      6.00,  52950.00
  19635.00,  53004.00,      4.00,  53004.00
  20012.00,  52967.00,      7.00,  52967.00
  20012.00,  53318.00,      7.00,  53318.00
  20012.00,  53435.00,      2.00,  53435.00
  20012.00,  52375.00,      6.00,  52375.00
  20012.00,  52952.00,      7.00,  52952.00
  19635.00,  52715.00,      4.00,  52715.00
  20012.00,  53207.00,      1.00,  53207.00
  20306.00,  52767.00,      6.00,  52767.00
  19635.00,  53133.00,      5.00,  53133.00
  19635.00,  53002.00,      6.00,  53002.00
  19379.00,  52666.00,      9.00,  52666.00
  20597.00,  53131.00,      6.00,  53131.00
  20012.00,  52321.00,      6.00,  52321.00
  19635.00,  53349.00,      6.00,  53349.00
  20012.00,  53143.00,      5.00,  53143.00
  19545.00,  53574.00,      6.00,  53574.00
  20012.00,  50064.00,      3.00,  50064.00
  20012.00,  50068.00,      7.00,  50068.00
  20012.00,  49822.00,      8.00,  49822.00
  20012.00,  49530.00,      7.00,  49530.00
  20012.00,  49961.00,      6.00,  49961.00
  20012.00,  49772.00,      7.00,  49772.00
  19635.00,  50153.00,      5.00,  50153.00
  20012.00,  49651.00,      4.00,  49651.00
  20887.00,  49312.00,      6.00,  49312.00
  19635.00,  49526.00,      4.00,  49526.00
  20012.00,  50274.00,      7.00,  50274.00
  20012.00,  49528.00,      3.00,  49528.00
  19635.00,  50253.00,      6.00,  50253.00
  22842.00,  52885.00,      5.00,  52885.00
  22842.00,  52448.00,      7.00,  52448.00
  22842.00,  53318.00,      4.00,  53318.00
  22842.00,  52867.00,      4.00,  52867.00
  22842.00,  51694.00,      5.00,  51694.00
  23176.00,  52016.00,      6.00,  52016.00
  20012.00,  50872.00,      8.00,  50872.00
  20012.00,  50601.00,      1.00,  50601.00
  20012.00,  51080.00,      6.00,  51080.00
  19635.00,  50796.00,      4.00,  50796.00
  20012.00,  50798.00,      3.00,  50798.00
  19635.00,  51834.00,      8.00,  51834.00
  20012.00,  50794.00,      6.00,  50794.00
  20012.00,  51077.00,      3.00,  51077.00
